id,date,station_number,level(m)
177684,2023-05-16,sh004,3.75
175944,2023-05-15,sh004,3.75
175937,2023-05-14,sh004,3.75
175930,2023-05-13,sh004,3.75
175923,2023-05-12,sh004,3.75
175916,2023-05-11,sh004,3.75
175909,2023-05-10,sh004,3.75
175902,2023-05-09,sh004,3.75
175895,2023-05-08,sh004,3.75
175888,2023-05-07,sh004,3.8
175881,2023-05-06,sh004,3.8
175874,2023-05-05,sh004,3.8
175867,2023-05-04,sh004,3.8
175860,2023-05-03,sh004,3.8
175853,2023-05-02,sh004,3.8
175846,2023-05-01,sh004,3.8
175839,2023-04-30,sh004,3.8
175832,2023-04-29,sh004,3.9
175825,2023-04-28,sh004,3.9
175818,2023-04-27,sh004,3.9
175811,2023-04-26,sh004,3.9
175804,2023-04-25,sh004,3.9
175797,2023-04-24,sh004,3.9
175790,2023-04-23,sh004,4.0
175783,2023-04-22,sh004,4.0
175776,2023-04-21,sh004,4.0
175769,2023-04-20,sh004,4.0
175762,2023-04-19,sh004,4.1
175755,2023-04-18,sh004,4.1
175748,2023-04-17,sh004,4.1
175741,2023-04-16,sh004,4.1
175734,2023-04-15,sh004,4.1
175727,2023-04-14,sh004,4.1
175720,2023-04-13,sh004,4.1
175713,2023-04-12,sh004,4.1
175706,2023-04-11,sh004,4.18
175699,2023-04-10,sh004,4.2
175692,2023-04-09,sh004,4.1
175685,2023-04-08,sh004,4.1
175678,2023-04-07,sh004,4.1
175671,2023-04-06,sh004,4.1
175664,2023-04-05,sh004,4.1
175657,2023-04-04,sh004,4.1
175650,2023-04-03,sh004,4.3
175643,2023-04-02,sh004,4.4
175636,2023-04-01,sh004,4.6
175629,2023-03-31,sh004,4.85
175615,2023-03-30,sh004,4.6
175608,2023-03-29,sh004,3.7
175531,2023-03-28,sh004,2.1
175468,2023-03-27,sh004,1.4
174786,2023-03-26,sh004,1.3
174795,2023-03-25,sh004,1.2
174799,2023-03-24,sh004,1.0
174807,2023-03-23,sh004,1.0
174817,2023-03-22,sh004,1.0
174823,2023-03-21,sh004,1.0
174827,2023-03-20,sh004,1.0
174837,2023-03-19,sh004,1.0
174846,2023-03-18,sh004,1.0
174852,2023-03-17,sh004,1.0
174857,2023-03-16,sh004,1.0
174867,2023-03-15,sh004,1.0
174872,2023-03-14,sh004,1.0
174878,2023-03-13,sh004,1.0
174889,2023-03-12,sh004,1.0
174896,2023-03-11,sh004,1.0
174901,2023-03-10,sh004,1.0
174905,2023-03-09,sh004,1.0
174913,2023-03-08,sh004,1.0
174924,2023-03-07,sh004,1.0
174930,2023-03-06,sh004,1.0
174935,2023-03-05,sh004,1.0
174942,2023-03-04,sh004,1.0
174950,2023-03-03,sh004,1.0
174969,2023-03-01,sh004,1.0
174978,2023-02-28,sh004,1.0
174983,2023-02-27,sh004,1.0
174989,2023-02-26,sh004,1.0
174998,2023-02-25,sh004,1.1
175004,2023-02-24,sh004,1.1
175010,2023-02-23,sh004,1.1
175019,2023-02-22,sh004,1.1
175027,2023-02-21,sh004,1.1
175031,2023-02-20,sh004,1.1
175040,2023-02-19,sh004,1.1
175045,2023-02-18,sh004,1.1
175050,2023-02-17,sh004,1.1
175056,2023-02-16,sh004,1.1
175065,2023-02-15,sh004,1.1
175069,2023-02-14,sh004,1.1
175079,2023-02-13,sh004,1.1
175082,2023-02-12,sh004,1.1
175092,2023-02-11,sh004,1.1
175095,2023-02-10,sh004,1.1
175105,2023-02-09,sh004,1.1
175113,2023-02-08,sh004,1.1
175118,2023-02-07,sh004,1.1
175124,2023-02-06,sh004,1.1
175133,2023-02-05,sh004,1.1
175141,2023-02-04,sh004,1.1
175146,2023-02-03,sh004,1.1
175154,2023-02-02,sh004,1.1
175161,2023-02-01,sh004,1.1
175167,2023-01-31,sh004,1.1
175172,2023-01-30,sh004,1.1
175181,2023-01-29,sh004,1.1
175190,2023-01-28,sh004,1.1
175193,2023-01-27,sh004,1.1
175204,2023-01-26,sh004,1.1
175212,2023-01-25,sh004,1.1
175216,2023-01-24,sh004,1.1
175223,2023-01-23,sh004,1.1
175231,2023-01-22,sh004,1.1
175237,2023-01-21,sh004,1.1
175247,2023-01-20,sh004,1.1
175252,2023-01-19,sh004,1.1
175257,2023-01-18,sh004,1.1
175267,2023-01-17,sh004,1.1
175272,2023-01-16,sh004,1.1
175279,2023-01-15,sh004,1.1
175286,2023-01-14,sh004,1.1
175294,2023-01-13,sh004,1.1
175297,2023-01-12,sh004,1.1
175310,2023-01-11,sh004,1.1
175316,2023-01-10,sh004,1.1
175320,2023-01-09,sh004,1.1
175333,2023-01-08,sh004,1.1
175338,2023-01-07,sh004,1.1
175354,2023-01-06,sh004,1.1
175360,2023-01-05,sh004,1.1
175366,2023-01-04,sh004,1.1
175376,2023-01-03,sh004,1.1
175383,2023-01-02,sh004,1.1
175387,2023-01-01,sh004,1.1
167430,2022-12-31,sh004,1.1
167173,2022-12-30,sh004,1.2
166893,2022-12-29,sh004,1.2
166425,2022-12-28,sh004,1.2
166217,2022-12-27,sh004,1.2
165496,2022-12-23,sh004,1.3
165394,2022-12-21,sh004,1.35
165285,2022-12-20,sh004,1.4
165117,2022-12-19,sh004,1.4
164501,2022-12-17,sh004,1.55
164324,2022-12-14,sh004,2.8
163963,2022-12-13,sh004,1.9
163789,2022-12-12,sh004,2.0
163484,2022-12-11,sh004,2.1
163243,2022-12-08,sh004,2.3
163131,2022-12-06,sh004,2.4
162781,2022-12-05,sh004,2.6
162501,2022-12-04,sh004,2.75
162515,2022-12-03,sh004,2.8
162141,2022-12-02,sh004,2.85
161598,2022-12-01,sh004,2.9
161186,2022-11-30,sh004,3.2
161161,2022-11-29,sh004,3.3
160837,2022-11-28,sh004,3.5
142176,2022-11-27,sh004,3.7
142175,2022-11-26,sh004,3.85
142174,2022-11-25,sh004,4.8
142173,2022-11-24,sh004,3.5
142172,2022-11-23,sh004,3.0
142171,2022-11-22,sh004,2.9
142170,2022-11-21,sh004,2.9
142169,2022-11-20,sh004,3.2
142168,2022-11-19,sh004,3.3
142135,2022-11-18,sh004,3.6
142100,2022-11-17,sh004,3.7
142012,2022-11-15,sh004,3.9
141092,2022-11-14,sh004,4.0
140687,2022-11-12,sh004,4.38
140347,2022-11-11,sh004,4.5
140078,2022-11-10,sh004,4.64
139825,2022-11-09,sh004,4.8
139557,2022-11-08,sh004,4.8
139296,2022-11-07,sh004,4.8
139228,2022-11-06,sh004,4.8
138820,2022-11-05,sh004,4.8
138511,2022-11-04,sh004,4.78
138244,2022-11-03,sh004,4.78
137947,2022-11-02,sh004,4.74
137681,2022-11-01,sh004,4.73
137421,2022-10-31,sh004,4.68
137393,2022-10-30,sh004,4.6
136945,2022-10-29,sh004,4.58
136700,2022-10-28,sh004,4.5
136376,2022-10-27,sh004,4.5
136112,2022-10-26,sh004,4.5
135941,2022-10-25,sh004,4.5
135675,2022-10-24,sh004,4.6
135656,2022-10-22,sh004,4.85
135156,2022-10-21,sh004,4.9
135125,2022-10-20,sh004,4.8
134599,2022-10-18,sh004,4.7
134416,2022-10-17,sh004,4.6
134376,2022-10-16,sh004,4.48
133812,2022-10-14,sh004,3.9
133582,2022-10-13,sh004,3.9
133376,2022-10-12,sh004,4.05
133210,2022-10-11,sh004,4.2
133058,2022-10-10,sh004,4.2
132454,2022-10-07,sh004,3.9
132217,2022-10-06,sh004,3.9
131982,2022-10-05,sh004,3.8
131841,2022-10-04,sh004,3.8
131714,2022-10-03,sh004,3.8
131522,2022-10-02,sh004,3.9
130946,2022-09-29,sh004,4.25
130706,2022-09-28,sh004,4.38
130668,2022-09-27,sh004,4.38
130300,2022-09-26,sh004,4.35
130183,2022-09-25,sh004,4.3
129868,2022-09-23,sh004,4.38
129676,2022-09-22,sh004,4.4
129332,2022-09-20,sh004,4.5
129161,2022-09-18,sh004,4.55
128519,2022-09-16,sh004,4.5
128348,2022-09-15,sh004,4.5
128147,2022-09-14,sh004,4.6
128015,2022-09-13,sh004,4.78
127840,2022-09-12,sh004,4.75
127140,2022-09-09,sh004,4.5
126868,2022-09-08,sh004,4.5
126835,2022-09-07,sh004,4.5
126753,2022-09-06,sh004,4.5
126622,2022-09-05,sh004,4.45
126501,2022-09-04,sh004,4.3
125974,2022-08-31,sh004,4.55
125777,2022-08-29,sh004,4.65
125600,2022-08-28,sh004,4.75
125204,2022-08-25,sh004,4.35
125039,2022-08-24,sh004,4.1
124711,2022-08-22,sh004,3.4
124040,2022-08-19,sh004,3.5
123811,2022-08-18,sh004,3.7
123684,2022-08-17,sh004,3.6
123579,2022-08-16,sh004,3.5
123406,2022-08-15,sh004,3.3
122832,2022-08-13,sh004,3.15
122549,2022-08-12,sh004,3.1
122407,2022-08-11,sh004,3.1
122357,2022-08-10,sh004,3.0
122073,2022-08-09,sh004,3.0
121887,2022-08-06,sh004,2.68
121262,2022-08-05,sh004,2.5
121063,2022-08-04,sh004,2.65
120882,2022-08-03,sh004,2.68
120807,2022-08-02,sh004,2.58
120715,2022-08-01,sh004,2.5
120676,2022-07-31,sh004,2.38
120000,2022-07-28,sh004,1.5
119850,2022-07-27,sh004,1.6
119691,2022-07-26,sh004,1.75
119566,2022-07-25,sh004,1.7
119716,2022-07-23,sh004,1.5
119386,2022-07-22,sh004,1.15
117470,2022-07-21,sh004,1.15
117456,2022-07-20,sh004,1.15
117449,2022-07-19,sh004,1.15
117463,2022-07-18,sh004,1.2
117442,2022-07-17,sh004,1.2
117435,2022-07-16,sh004,1.2
117428,2022-07-15,sh004,1.1
117421,2022-07-14,sh004,1.1
117414,2022-07-13,sh004,1.1
117407,2022-07-12,sh004,1.1
117400,2022-07-11,sh004,1.1
117393,2022-07-10,sh004,1.3
117386,2022-07-09,sh004,1.38
117379,2022-07-08,sh004,1.38
117372,2022-07-07,sh004,1.38
117365,2022-07-06,sh004,1.45
117358,2022-07-05,sh004,1.5
117351,2022-07-04,sh004,1.5
117344,2022-07-03,sh004,1.55
117337,2022-07-02,sh004,1.6
117330,2022-07-01,sh004,1.6
117323,2022-06-30,sh004,1.65
117316,2022-06-29,sh004,1.65
117309,2022-06-28,sh004,1.65
117302,2022-06-27,sh004,1.6
117295,2022-06-26,sh004,1.2
117288,2022-06-25,sh004,1.2
117281,2022-06-24,sh004,1.3
117274,2022-06-23,sh004,1.35
117267,2022-06-22,sh004,1.5
117260,2022-06-21,sh004,1.3
117253,2022-06-20,sh004,1.1
117246,2022-06-19,sh004,1.2
117239,2022-06-18,sh004,1.2
117232,2022-06-17,sh004,1.2
117225,2022-06-16,sh004,1.2
117218,2022-06-15,sh004,1.2
117211,2022-06-14,sh004,1.2
117204,2022-06-13,sh004,1.2
117197,2022-06-12,sh004,1.3
117190,2022-06-11,sh004,1.1
117183,2022-06-10,sh004,1.1
117176,2022-06-09,sh004,1.2
117169,2022-06-08,sh004,1.2
117162,2022-06-07,sh004,1.2
117155,2022-06-06,sh004,1.2
117148,2022-06-05,sh004,1.2
117141,2022-06-04,sh004,1.4
117134,2022-06-03,sh004,1.4
117127,2022-06-02,sh004,1.6
117120,2022-06-01,sh004,1.8
117061,2022-05-31,sh004,1.8
117060,2022-05-30,sh004,1.9
117059,2022-05-29,sh004,2.0
117058,2022-05-28,sh004,2.2
117057,2022-05-27,sh004,2.2
117056,2022-05-26,sh004,2.6
117055,2022-05-25,sh004,3.0
117054,2022-05-24,sh004,3.0
117053,2022-05-23,sh004,3.1
117052,2022-05-22,sh004,3.4
117051,2022-05-21,sh004,3.9
117050,2022-05-20,sh004,3.98
117049,2022-05-19,sh004,4.1
117048,2022-05-18,sh004,4.3
117047,2022-05-17,sh004,4.35
117046,2022-05-16,sh004,4.47
117045,2022-05-15,sh004,4.5
117044,2022-05-14,sh004,4.5
117043,2022-05-13,sh004,4.55
117042,2022-05-12,sh004,4.6
117041,2022-05-11,sh004,4.8
117040,2022-05-10,sh004,5.08
117039,2022-05-09,sh004,5.08
117038,2022-05-08,sh004,5.1
117037,2022-05-07,sh004,5.08
117036,2022-05-06,sh004,4.95
117035,2022-05-05,sh004,4.78
117034,2022-05-04,sh004,4.6
117033,2022-05-03,sh004,4.58
117032,2022-05-02,sh004,4.5
117031,2022-05-01,sh004,4.2
117113,2022-04-30,sh004,3.0
117106,2022-04-29,sh004,2.5
117099,2022-04-28,sh004,1.7
116872,2022-04-27,sh004,1.55
116865,2022-04-26,sh004,1.55
116858,2022-04-25,sh004,1.55
116851,2022-04-24,sh004,1.55
116845,2022-04-23,sh004,1.55
116835,2022-04-22,sh004,1.55
116830,2022-04-21,sh004,1.55
116823,2022-04-20,sh004,1.6
116819,2022-04-19,sh004,1.6
116807,2022-04-18,sh004,1.68
116801,2022-04-17,sh004,1.68
116796,2022-04-16,sh004,1.68
116787,2022-04-15,sh004,1.68
116783,2022-04-14,sh004,1.6
116773,2022-04-13,sh004,1.6
119715,2022-04-12,sh004,1.7
116765,2022-04-11,sh004,1.6
116759,2022-04-10,sh004,1.55
116752,2022-04-09,sh004,1.55
116749,2022-04-08,sh004,1.55
116736,2022-04-07,sh004,1.5
116730,2022-04-06,sh004,1.5
116725,2022-04-05,sh004,1.55
116721,2022-04-04,sh004,1.55
116709,2022-04-03,sh004,1.6
116702,2022-04-02,sh004,1.65
116699,2022-04-01,sh004,1.7
116691,2022-03-31,sh004,1.5
116685,2022-03-30,sh004,1.4
116679,2022-03-29,sh004,1.3
116668,2022-03-28,sh004,1.3
116662,2022-03-27,sh004,1.2
116658,2022-03-26,sh004,1.2
116649,2022-03-25,sh004,1.1
116640,2022-03-24,sh004,1.1
116637,2022-03-23,sh004,1.05
116624,2022-03-22,sh004,1.05
116619,2022-03-21,sh004,1.05
116614,2022-03-20,sh004,1.1
116607,2022-03-19,sh004,1.1
116596,2022-03-18,sh004,1.1
116589,2022-03-17,sh004,1.1
116582,2022-03-16,sh004,1.2
116576,2022-03-15,sh004,1.2
116571,2022-03-14,sh004,1.25
116563,2022-03-13,sh004,1.3
116554,2022-03-12,sh004,1.3
116547,2022-03-11,sh004,1.3
116545,2022-03-10,sh004,1.3
116538,2022-03-09,sh004,1.3
116528,2022-03-08,sh004,1.28
116519,2022-03-07,sh004,1.28
116517,2022-03-06,sh004,1.25
116509,2022-03-05,sh004,1.2
116499,2022-03-04,sh004,1.0
116491,2022-03-03,sh004,1.0
116486,2022-03-02,sh004,1.0
116477,2022-03-01,sh004,1.0
116470,2022-02-28,sh004,1.0
116467,2022-02-27,sh004,1.0
116460,2022-02-26,sh004,1.0
116452,2022-02-25,sh004,1.0
116448,2022-02-24,sh004,1.0
116435,2022-02-23,sh004,1.0
116434,2022-02-22,sh004,1.0
116423,2022-02-21,sh004,1.0
116414,2022-02-20,sh004,1.05
116411,2022-02-19,sh004,1.05
116400,2022-02-18,sh004,1.05
116394,2022-02-17,sh004,1.05
116389,2022-02-16,sh004,1.05
116379,2022-02-15,sh004,1.05
116374,2022-02-14,sh004,1.05
116369,2022-02-13,sh004,1.05
116363,2022-02-12,sh004,1.05
116351,2022-02-11,sh004,1.05
116349,2022-02-10,sh004,1.05
116339,2022-02-09,sh004,1.1
116334,2022-02-08,sh004,1.1
116325,2022-02-07,sh004,1.1
116318,2022-02-06,sh004,1.1
116312,2022-02-05,sh004,1.1
116302,2022-02-04,sh004,1.1
116300,2022-02-03,sh004,1.1
116288,2022-02-02,sh004,1.1
116287,2022-02-01,sh004,1.1
119714,2022-01-31,sh004,1.1
119713,2022-01-30,sh004,1.1
119712,2022-01-29,sh004,1.1
119711,2022-01-28,sh004,1.1
116278,2022-01-27,sh004,1.1
116268,2022-01-26,sh004,1.1
116264,2022-01-25,sh004,1.1
116254,2022-01-24,sh004,1.1
116246,2022-01-23,sh004,1.25
116244,2022-01-22,sh004,1.25
116238,2022-01-21,sh004,1.25
116228,2022-01-20,sh004,1.25
116218,2022-01-19,sh004,1.25
116215,2022-01-18,sh004,1.25
116205,2022-01-17,sh004,1.25
116199,2022-01-16,sh004,1.3
116192,2022-01-15,sh004,1.3
116185,2022-01-14,sh004,1.35
116179,2022-01-13,sh004,1.35
116171,2022-01-12,sh004,1.35
116166,2022-01-11,sh004,1.35
116155,2022-01-10,sh004,1.35
116151,2022-01-09,sh004,1.4
116146,2022-01-08,sh004,1.4
116136,2022-01-07,sh004,1.4
116127,2022-01-06,sh004,1.45
116120,2022-01-05,sh004,1.45
116113,2022-01-04,sh004,1.5
116110,2022-01-03,sh004,1.5
116099,2022-01-02,sh004,1.5
116093,2022-01-01,sh004,1.5
161562,2021-12-31,sh004,1.5
161561,2021-12-30,sh004,1.5
161560,2021-12-29,sh004,1.5
161559,2021-12-28,sh004,1.5
161558,2021-12-27,sh004,1.5
161557,2021-12-26,sh004,1.5
161556,2021-12-25,sh004,1.5
161555,2021-12-24,sh004,1.5
161554,2021-12-23,sh004,1.5
161553,2021-12-22,sh004,1.5
161552,2021-12-21,sh004,1.5
161551,2021-12-20,sh004,1.5
161550,2021-12-19,sh004,1.5
161549,2021-12-18,sh004,1.5
161548,2021-12-17,sh004,1.5
161547,2021-12-16,sh004,1.6
161546,2021-12-15,sh004,1.6
161545,2021-12-14,sh004,1.6
161544,2021-12-13,sh004,1.6
161543,2021-12-12,sh004,1.6
161542,2021-12-11,sh004,1.7
161541,2021-12-10,sh004,1.7
161540,2021-12-09,sh004,1.75
161539,2021-12-08,sh004,1.8
161538,2021-12-07,sh004,1.8
161537,2021-12-06,sh004,1.8
161536,2021-12-05,sh004,2.15
161535,2021-12-04,sh004,2.15
161534,2021-12-03,sh004,2.15
161533,2021-12-02,sh004,2.2
161532,2021-12-01,sh004,2.2
161531,2021-11-30,sh004,2.2
161530,2021-11-29,sh004,2.25
161529,2021-11-28,sh004,2.15
161528,2021-11-27,sh004,2.2
161527,2021-11-26,sh004,2.2
161526,2021-11-25,sh004,2.3
161525,2021-11-24,sh004,2.3
161524,2021-11-23,sh004,2.5
161523,2021-11-22,sh004,2.5
161522,2021-11-21,sh004,3.0
161521,2021-11-20,sh004,3.0
161520,2021-11-19,sh004,3.0
161519,2021-11-18,sh004,3.0
161518,2021-11-17,sh004,3.0
161517,2021-11-16,sh004,3.0
161516,2021-11-15,sh004,3.2
161515,2021-11-14,sh004,3.2
161514,2021-11-13,sh004,3.5
161513,2021-11-12,sh004,3.7
161512,2021-11-11,sh004,3.7
161511,2021-11-10,sh004,3.95
161510,2021-11-09,sh004,3.95
161509,2021-11-08,sh004,4.0
161508,2021-11-07,sh004,4.1
161507,2021-11-06,sh004,4.15
161506,2021-11-05,sh004,4.15
161505,2021-11-04,sh004,4.3
161504,2021-11-03,sh004,4.3
161503,2021-11-02,sh004,4.3
161502,2021-11-01,sh004,4.3
161501,2021-10-31,sh004,4.3
161500,2021-10-30,sh004,4.3
161499,2021-10-29,sh004,4.3
161498,2021-10-28,sh004,4.3
161497,2021-10-27,sh004,4.35
161496,2021-10-26,sh004,4.4
161495,2021-10-25,sh004,4.4
161494,2021-10-24,sh004,4.48
161493,2021-10-23,sh004,4.48
161492,2021-10-22,sh004,4.48
161491,2021-10-21,sh004,4.48
161490,2021-10-20,sh004,4.47
161489,2021-10-19,sh004,4.5
161488,2021-10-18,sh004,4.5
161487,2021-10-17,sh004,4.5
161486,2021-10-16,sh004,4.45
161485,2021-10-15,sh004,4.45
161484,2021-10-14,sh004,4.45
161483,2021-10-13,sh004,4.45
161482,2021-10-12,sh004,4.45
161481,2021-10-11,sh004,4.48
161480,2021-10-10,sh004,4.5
161479,2021-10-09,sh004,4.5
161478,2021-10-08,sh004,4.5
161477,2021-10-07,sh004,4.5
161476,2021-10-06,sh004,4.5
161475,2021-10-05,sh004,4.5
161474,2021-10-04,sh004,4.5
161473,2021-10-03,sh004,4.5
161472,2021-10-02,sh004,4.5
161471,2021-10-01,sh004,4.55
161470,2021-09-30,sh004,4.55
161469,2021-09-29,sh004,4.55
161468,2021-09-28,sh004,4.6
161467,2021-09-27,sh004,4.6
