id,date,station_number,level(m)
178653,2023-10-02,sh002,3.48
178646,2023-10-01,sh002,2.94
178639,2023-09-30,sh002,2.38
178632,2023-09-29,sh002,2.3
178625,2023-09-28,sh002,2.28
178618,2023-09-27,sh002,2.2
178611,2023-09-26,sh002,2.06
178604,2023-09-25,sh002,2.0
178597,2023-09-24,sh002,2.0
178590,2023-09-23,sh002,2.05
178583,2023-09-22,sh002,2.09
178576,2023-09-21,sh002,2.16
178569,2023-09-20,sh002,2.2
178562,2023-09-19,sh002,2.3
178555,2023-09-18,sh002,2.3
178548,2023-09-17,sh002,2.34
178541,2023-09-16,sh002,2.38
178534,2023-09-15,sh002,2.43
178527,2023-09-14,sh002,2.46
178520,2023-09-13,sh002,2.5
178513,2023-09-12,sh002,2.55
178506,2023-09-11,sh002,2.6
178499,2023-09-10,sh002,2.64
178492,2023-09-09,sh002,2.68
178485,2023-09-08,sh002,2.73
178478,2023-09-07,sh002,2.77
178471,2023-09-06,sh002,2.82
178464,2023-09-05,sh002,2.87
178457,2023-09-04,sh002,2.92
178450,2023-09-03,sh002,2.96
178443,2023-09-02,sh002,3.0
178436,2023-09-01,sh002,3.05
178429,2023-08-31,sh002,3.09
178422,2023-08-30,sh002,3.15
178415,2023-08-29,sh002,3.2
178408,2023-08-28,sh002,3.2
178401,2023-08-27,sh002,3.18
178394,2023-08-26,sh002,3.14
178387,2023-08-25,sh002,3.1
178380,2023-08-24,sh002,3.05
178373,2023-08-23,sh002,3.0
178366,2023-08-22,sh002,2.95
178359,2023-08-21,sh002,2.9
178352,2023-08-20,sh002,2.84
178345,2023-08-19,sh002,2.78
178338,2023-08-18,sh002,2.72
178331,2023-08-17,sh002,2.66
178324,2023-08-16,sh002,2.7
178317,2023-08-15,sh002,2.73
178310,2023-08-14,sh002,2.77
178303,2023-08-13,sh002,2.82
178296,2023-08-12,sh002,2.85
178289,2023-08-11,sh002,2.88
178282,2023-08-10,sh002,2.92
178275,2023-08-09,sh002,2.97
178268,2023-08-08,sh002,3.0
178261,2023-08-07,sh002,3.04
178254,2023-08-06,sh002,3.08
178247,2023-08-05,sh002,3.12
178240,2023-08-04,sh002,3.16
178233,2023-08-03,sh002,3.2
178226,2023-08-02,sh002,3.26
178219,2023-08-01,sh002,3.3
178212,2023-07-31,sh002,3.35
178205,2023-07-30,sh002,3.4
178198,2023-07-29,sh002,3.47
178191,2023-07-28,sh002,3.53
178184,2023-07-27,sh002,3.58
178177,2023-07-26,sh002,3.64
178170,2023-07-25,sh002,3.7
178163,2023-07-24,sh002,3.75
178156,2023-07-23,sh002,3.8
178149,2023-07-22,sh002,3.86
178142,2023-07-21,sh002,3.93
178135,2023-07-20,sh002,4.0
178128,2023-07-19,sh002,4.08
178121,2023-07-18,sh002,4.15
178114,2023-07-17,sh002,4.22
178107,2023-07-16,sh002,4.3
178100,2023-07-15,sh002,4.37
178093,2023-07-14,sh002,4.44
178086,2023-07-13,sh002,4.5
178079,2023-07-12,sh002,4.55
178072,2023-07-11,sh002,4.6
178065,2023-07-10,sh002,4.66
178058,2023-07-09,sh002,4.72
178051,2023-07-08,sh002,4.77
178044,2023-07-07,sh002,4.82
178037,2023-07-06,sh002,4.88
178030,2023-07-05,sh002,4.93
178023,2023-07-04,sh002,4.98
178016,2023-07-03,sh002,5.04
178009,2023-07-02,sh002,5.14
178002,2023-07-01,sh002,5.2
177995,2023-06-30,sh002,5.24
177988,2023-06-29,sh002,5.3
177981,2023-06-28,sh002,5.38
177974,2023-06-27,sh002,5.44
177967,2023-06-26,sh002,5.5
177960,2023-06-25,sh002,5.6
177953,2023-06-24,sh002,5.72
177946,2023-06-23,sh002,5.8
177939,2023-06-22,sh002,5.9
177932,2023-06-21,sh002,6.15
177925,2023-06-20,sh002,6.4
177918,2023-06-19,sh002,6.6
177911,2023-06-18,sh002,6.66
177904,2023-06-17,sh002,6.75
177897,2023-06-16,sh002,6.75
177890,2023-06-15,sh002,6.7
177883,2023-06-14,sh002,6.6
177876,2023-06-13,sh002,6.46
177869,2023-06-12,sh002,6.4
177862,2023-06-11,sh002,6.35
177855,2023-06-10,sh002,6.44
177848,2023-06-09,sh002,6.55
177841,2023-06-08,sh002,6.7
177834,2023-06-07,sh002,6.8
177827,2023-06-06,sh002,7.0
177820,2023-06-05,sh002,7.4
177813,2023-06-04,sh002,7.75
177806,2023-06-03,sh002,8.0
177799,2023-06-02,sh002,8.0
177792,2023-06-01,sh002,8.0
177785,2023-05-31,sh002,8.0
177778,2023-05-30,sh002,8.0
177771,2023-05-29,sh002,8.0
177764,2023-05-28,sh002,8.0
177757,2023-05-27,sh002,8.0
177750,2023-05-26,sh002,8.0
177743,2023-05-25,sh002,8.0
177736,2023-05-24,sh002,7.38
177729,2023-05-23,sh002,7.2
177722,2023-05-22,sh002,7.07
177715,2023-05-21,sh002,7.0
177708,2023-05-20,sh002,6.94
177701,2023-05-19,sh002,6.9
177694,2023-05-18,sh002,6.85
177680,2023-05-17,sh002,6.78
177683,2023-05-16,sh002,6.72
177674,2023-05-15,sh002,6.66
177673,2023-05-14,sh002,6.56
177672,2023-05-13,sh002,6.52
177671,2023-05-12,sh002,6.44
177670,2023-05-11,sh002,6.38
177669,2023-05-10,sh002,6.33
177668,2023-05-09,sh002,6.25
177667,2023-05-08,sh002,6.12
177666,2023-05-07,sh002,5.96
177665,2023-05-06,sh002,5.82
177664,2023-05-05,sh002,5.74
177663,2023-05-04,sh002,5.74
177662,2023-05-03,sh002,5.8
177661,2023-05-02,sh002,5.88
177660,2023-05-01,sh002,6.0
177659,2023-04-30,sh002,6.09
177658,2023-04-29,sh002,6.2
177657,2023-04-28,sh002,6.28
177656,2023-04-27,sh002,6.4
177655,2023-04-26,sh002,6.55
177654,2023-04-25,sh002,6.66
177653,2023-04-24,sh002,6.7
177652,2023-04-23,sh002,6.7
177651,2023-04-22,sh002,6.65
177650,2023-04-21,sh002,6.58
177649,2023-04-20,sh002,6.5
177648,2023-04-19,sh002,6.44
177647,2023-04-18,sh002,6.38
177646,2023-04-17,sh002,6.4
177645,2023-04-16,sh002,6.3
177644,2023-04-15,sh002,6.22
177643,2023-04-14,sh002,6.14
177642,2023-04-13,sh002,6.06
177641,2023-04-12,sh002,5.92
177640,2023-04-11,sh002,5.8
177639,2023-04-10,sh002,5.66
177638,2023-04-09,sh002,5.55
177637,2023-04-08,sh002,5.33
177636,2023-04-07,sh002,5.2
177635,2023-04-06,sh002,5.09
177634,2023-04-05,sh002,5.0
177633,2023-04-04,sh002,4.8
177632,2023-04-03,sh002,4.45
177631,2023-04-02,sh002,4.22
177630,2023-04-01,sh002,4.0
177629,2023-03-31,sh002,3.7
177628,2023-03-30,sh002,3.52
177627,2023-03-29,sh002,3.08
177626,2023-03-28,sh002,2.65
177625,2023-03-27,sh002,2.22
177624,2023-03-26,sh002,1.78
177623,2023-03-25,sh002,1.5
177622,2023-03-24,sh002,1.37
177621,2023-03-23,sh002,1.3
177620,2023-03-22,sh002,1.3
177619,2023-03-21,sh002,1.3
177618,2023-03-20,sh002,1.3
177617,2023-03-19,sh002,1.3
177616,2023-03-18,sh002,1.32
177615,2023-03-17,sh002,1.3
177614,2023-03-16,sh002,1.3
177613,2023-03-15,sh002,1.3
177612,2023-03-14,sh002,1.3
177611,2023-03-13,sh002,1.3
177610,2023-03-12,sh002,1.3
177609,2023-03-11,sh002,1.3
177608,2023-03-10,sh002,1.3
177607,2023-03-09,sh002,1.3
177606,2023-03-08,sh002,1.3
177605,2023-03-07,sh002,1.3
177604,2023-03-06,sh002,1.3
177603,2023-03-05,sh002,1.3
177602,2023-03-04,sh002,1.3
177601,2023-03-03,sh002,1.3
177600,2023-03-02,sh002,1.3
177599,2023-03-01,sh002,1.3
177598,2023-02-28,sh002,1.32
177597,2023-02-27,sh002,1.32
177596,2023-02-26,sh002,1.32
177595,2023-02-25,sh002,1.32
177594,2023-02-24,sh002,1.32
177593,2023-02-23,sh002,1.32
177592,2023-02-22,sh002,1.32
177591,2023-02-21,sh002,1.36
177590,2023-02-20,sh002,1.36
177589,2023-02-19,sh002,1.36
177588,2023-02-18,sh002,1.36
177587,2023-02-17,sh002,1.36
177586,2023-02-16,sh002,1.38
177585,2023-02-15,sh002,1.38
177584,2023-02-14,sh002,1.38
177583,2023-02-13,sh002,1.38
177582,2023-02-12,sh002,1.38
177581,2023-02-11,sh002,1.38
177580,2023-02-10,sh002,1.38
177579,2023-02-09,sh002,1.4
177578,2023-02-08,sh002,1.4
177577,2023-02-07,sh002,1.4
177576,2023-02-06,sh002,1.4
177575,2023-02-05,sh002,1.4
177574,2023-02-04,sh002,1.4
177573,2023-02-03,sh002,1.4
177572,2023-02-02,sh002,1.4
177571,2023-02-01,sh002,1.4
177570,2023-01-31,sh002,1.42
177569,2023-01-30,sh002,1.42
177568,2023-01-29,sh002,1.42
177567,2023-01-28,sh002,1.42
177566,2023-01-27,sh002,1.42
177565,2023-01-26,sh002,1.44
177564,2023-01-25,sh002,1.44
177563,2023-01-24,sh002,1.44
177562,2023-01-23,sh002,1.44
177561,2023-01-22,sh002,1.44
177560,2023-01-21,sh002,1.44
177559,2023-01-20,sh002,1.46
177558,2023-01-19,sh002,1.46
177557,2023-01-18,sh002,1.46
177556,2023-01-17,sh002,1.48
177555,2023-01-16,sh002,1.48
177554,2023-01-15,sh002,1.48
177553,2023-01-14,sh002,1.48
177552,2023-01-13,sh002,1.5
177551,2023-01-12,sh002,1.5
177550,2023-01-11,sh002,1.52
177549,2023-01-10,sh002,1.52
177548,2023-01-09,sh002,1.55
177547,2023-01-08,sh002,1.6
177546,2023-01-07,sh002,1.64
177545,2023-01-06,sh002,1.68
177544,2023-01-05,sh002,1.72
177543,2023-01-04,sh002,1.77
177542,2023-01-03,sh002,1.82
177541,2023-01-02,sh002,1.86
177540,2023-01-01,sh002,1.9
177539,2022-12-31,sh002,1.96
177538,2022-12-30,sh002,2.0
177537,2022-12-29,sh002,2.05
177536,2022-12-28,sh002,2.09
177535,2022-12-27,sh002,2.16
177534,2022-12-26,sh002,2.2
177533,2022-12-25,sh002,2.25
177532,2022-12-24,sh002,2.3
177531,2022-12-23,sh002,2.34
177530,2022-12-22,sh002,2.4
177529,2022-12-21,sh002,2.44
177528,2022-12-20,sh002,2.5
177527,2022-12-19,sh002,2.55
177526,2022-12-18,sh002,2.6
177525,2022-12-17,sh002,2.64
177524,2022-12-16,sh002,2.7
177523,2022-12-15,sh002,2.77
177522,2022-12-14,sh002,2.84
177521,2022-12-13,sh002,2.96
177520,2022-12-12,sh002,3.0
177519,2022-12-11,sh002,3.09
177518,2022-12-10,sh002,3.15
177517,2022-12-09,sh002,3.22
177516,2022-12-08,sh002,3.28
177515,2022-12-07,sh002,3.3
177514,2022-12-06,sh002,3.36
177513,2022-12-05,sh002,3.44
177512,2022-12-04,sh002,3.5
177511,2022-12-03,sh002,3.56
177510,2022-12-02,sh002,3.62
177509,2022-12-01,sh002,3.7
177508,2022-11-30,sh002,3.77
177507,2022-11-29,sh002,3.84
177506,2022-11-28,sh002,3.95
177505,2022-11-27,sh002,4.08
177504,2022-11-26,sh002,4.2
177503,2022-11-25,sh002,4.3
177502,2022-11-24,sh002,4.42
177501,2022-11-23,sh002,4.5
177500,2022-11-22,sh002,4.58
177499,2022-11-21,sh002,4.66
177498,2022-11-20,sh002,4.72
177497,2022-11-19,sh002,4.8
177496,2022-11-18,sh002,4.88
177495,2022-11-17,sh002,5.0
177494,2022-11-16,sh002,5.09
177493,2022-11-15,sh002,5.16
177492,2022-11-14,sh002,5.25
177491,2022-11-13,sh002,5.4
177490,2022-11-12,sh002,5.52
177489,2022-11-11,sh002,5.64
177488,2022-11-10,sh002,5.59
177487,2022-11-09,sh002,5.55
177486,2022-11-08,sh002,5.5
177485,2022-11-07,sh002,5.44
177484,2022-11-06,sh002,5.4
177483,2022-11-05,sh002,5.33
177482,2022-11-04,sh002,5.28
177481,2022-11-03,sh002,5.2
177480,2022-11-02,sh002,5.09
177479,2022-11-01,sh002,5.0
177478,2022-10-31,sh002,4.86
177477,2022-10-30,sh002,4.8
177476,2022-10-29,sh002,4.85
177475,2022-10-28,sh002,4.9
177474,2022-10-27,sh002,4.94
177473,2022-10-26,sh002,5.0
177472,2022-10-25,sh002,5.08
177471,2022-10-24,sh002,5.12
177470,2022-10-23,sh002,5.2
177469,2022-10-22,sh002,5.15
177468,2022-10-21,sh002,5.09
177467,2022-10-20,sh002,5.0
177466,2022-10-19,sh002,4.88
177465,2022-10-18,sh002,4.68
177464,2022-10-17,sh002,4.62
177463,2022-10-16,sh002,4.57
177462,2022-10-15,sh002,4.5
177461,2022-10-14,sh002,4.42
177460,2022-10-13,sh002,4.35
177459,2022-10-12,sh002,4.3
177458,2022-10-11,sh002,4.22
177457,2022-10-10,sh002,4.16
177456,2022-10-09,sh002,4.09
177455,2022-10-08,sh002,4.0
177454,2022-10-07,sh002,4.05
177453,2022-10-06,sh002,4.1
177452,2022-10-05,sh002,4.14
177451,2022-10-04,sh002,4.17
177450,2022-10-03,sh002,4.22
177449,2022-10-02,sh002,4.28
177448,2022-10-01,sh002,4.32
177447,2022-09-30,sh002,4.35
177446,2022-09-29,sh002,4.4
177445,2022-09-28,sh002,4.5
177444,2022-09-27,sh002,4.5
177443,2022-09-26,sh002,4.55
177442,2022-09-25,sh002,4.6
177441,2022-09-24,sh002,4.66
177440,2022-09-23,sh002,4.72
177439,2022-09-22,sh002,4.8
177438,2022-09-21,sh002,4.9
177437,2022-09-20,sh002,4.94
177436,2022-09-19,sh002,4.94
177435,2022-09-18,sh002,4.88
177434,2022-09-17,sh002,4.8
177433,2022-09-16,sh002,4.72
177432,2022-09-15,sh002,4.63
177431,2022-09-14,sh002,4.56
177430,2022-09-13,sh002,4.5
177429,2022-09-12,sh002,4.42
177428,2022-09-11,sh002,4.37
177427,2022-09-10,sh002,4.3
177426,2022-09-09,sh002,4.22
177425,2022-09-08,sh002,4.1
177424,2022-09-07,sh002,4.02
177423,2022-09-06,sh002,3.9
177422,2022-09-05,sh002,3.83
177421,2022-09-04,sh002,3.88
177420,2022-09-03,sh002,3.96
177419,2022-09-02,sh002,4.02
177418,2022-09-01,sh002,4.09
177417,2022-08-31,sh002,4.15
177416,2022-08-30,sh002,4.05
177415,2022-08-29,sh002,3.94
177414,2022-08-28,sh002,3.8
177413,2022-08-27,sh002,3.66
177412,2022-08-26,sh002,3.55
177411,2022-08-25,sh002,3.4
177410,2022-08-24,sh002,3.28
177409,2022-08-23,sh002,3.17
177408,2022-08-22,sh002,3.12
177407,2022-08-21,sh002,3.05
177406,2022-08-20,sh002,3.0
177405,2022-08-19,sh002,2.94
177404,2022-08-18,sh002,2.9
177403,2022-08-17,sh002,2.88
177402,2022-08-16,sh002,2.84
177401,2022-08-15,sh002,2.8
177400,2022-08-14,sh002,2.75
177399,2022-08-13,sh002,2.7
177398,2022-08-12,sh002,2.66
177397,2022-08-11,sh002,2.6
177396,2022-08-10,sh002,2.52
177395,2022-08-09,sh002,2.55
177394,2022-08-08,sh002,2.5
177393,2022-08-07,sh002,2.44
177392,2022-08-06,sh002,2.4
177391,2022-08-05,sh002,2.36
177390,2022-08-04,sh002,2.33
177389,2022-08-03,sh002,2.29
177388,2022-08-02,sh002,2.24
177387,2022-08-01,sh002,2.2
177386,2022-07-31,sh002,2.15
177385,2022-07-30,sh002,2.09
177384,2022-07-29,sh002,2.0
177383,2022-07-28,sh002,1.88
177382,2022-07-27,sh002,1.7
177381,2022-07-26,sh002,1.66
177380,2022-07-25,sh002,1.6
177379,2022-07-24,sh002,1.55
177378,2022-07-23,sh002,1.48
177377,2022-07-22,sh002,1.4
177376,2022-07-21,sh002,1.4
177375,2022-07-20,sh002,1.4
177374,2022-07-19,sh002,1.41
177373,2022-07-18,sh002,1.45
177372,2022-07-17,sh002,1.48
177371,2022-07-16,sh002,1.5
177370,2022-07-15,sh002,1.53
177369,2022-07-14,sh002,1.56
177368,2022-07-13,sh002,1.6
177367,2022-07-12,sh002,1.65
177366,2022-07-11,sh002,1.68
177365,2022-07-10,sh002,1.72
177364,2022-07-09,sh002,1.77
177363,2022-07-08,sh002,1.8
177362,2022-07-07,sh002,1.86
177361,2022-07-06,sh002,1.9
177360,2022-07-05,sh002,1.95
177359,2022-07-04,sh002,2.04
177358,2022-07-03,sh002,2.1
177357,2022-07-02,sh002,2.16
177356,2022-07-01,sh002,2.21
177355,2022-06-30,sh002,2.25
177354,2022-06-29,sh002,2.2
177353,2022-06-28,sh002,2.16
177352,2022-06-27,sh002,2.1
177351,2022-06-26,sh002,2.05
177350,2022-06-25,sh002,1.98
177349,2022-06-24,sh002,2.0
177348,2022-06-23,sh002,2.04
177347,2022-06-22,sh002,2.1
177346,2022-06-21,sh002,2.15
177345,2022-06-20,sh002,2.18
177344,2022-06-19,sh002,2.22
177343,2022-06-18,sh002,2.25
177342,2022-06-17,sh002,2.3
177341,2022-06-16,sh002,2.33
177340,2022-06-15,sh002,2.36
177339,2022-06-14,sh002,2.4
177338,2022-06-13,sh002,2.45
177337,2022-06-12,sh002,2.51
177336,2022-06-11,sh002,2.55
177335,2022-06-10,sh002,2.6
177334,2022-06-09,sh002,2.66
177333,2022-06-08,sh002,2.7
177332,2022-06-07,sh002,2.79
177331,2022-06-06,sh002,2.82
177330,2022-06-05,sh002,2.9
177329,2022-06-04,sh002,3.0
177328,2022-06-03,sh002,3.11
177327,2022-06-02,sh002,3.2
177326,2022-06-01,sh002,3.31
177325,2022-05-31,sh002,3.4
177324,2022-05-30,sh002,3.52
177323,2022-05-29,sh002,3.6
177322,2022-05-28,sh002,3.7
177321,2022-05-27,sh002,3.93
177320,2022-05-26,sh002,3.97
177319,2022-05-25,sh002,4.05
177318,2022-05-24,sh002,4.12
177317,2022-05-23,sh002,4.22
177316,2022-05-22,sh002,4.3
177315,2022-05-21,sh002,4.44
177314,2022-05-20,sh002,4.68
177313,2022-05-19,sh002,4.9
177312,2022-05-18,sh002,5.02
177311,2022-05-17,sh002,4.84
177310,2022-05-16,sh002,4.75
177309,2022-05-15,sh002,4.62
177308,2022-05-14,sh002,4.51
177307,2022-05-13,sh002,4.35
177306,2022-05-12,sh002,4.2
177305,2022-05-11,sh002,4.2
177304,2022-05-10,sh002,3.95
177303,2022-05-09,sh002,3.72
177302,2022-05-08,sh002,3.5
177301,2022-05-07,sh002,3.33
177300,2022-05-06,sh002,3.08
177299,2022-05-05,sh002,2.88
177298,2022-05-04,sh002,2.7
177297,2022-05-03,sh002,2.52
177296,2022-05-02,sh002,2.3
177295,2022-05-01,sh002,2.09
177294,2022-04-30,sh002,1.88
177293,2022-04-29,sh002,1.6
177292,2022-04-28,sh002,1.48
177291,2022-04-27,sh002,1.46
177290,2022-04-26,sh002,1.44
177289,2022-04-25,sh002,1.4
177288,2022-04-24,sh002,1.4
177287,2022-04-23,sh002,1.38
177286,2022-04-22,sh002,1.38
177285,2022-04-21,sh002,1.38
177284,2022-04-20,sh002,1.38
177283,2022-04-19,sh002,1.35
177282,2022-04-18,sh002,1.35
177281,2022-04-17,sh002,1.35
177280,2022-04-16,sh002,1.36
177279,2022-04-15,sh002,1.32
177278,2022-04-14,sh002,1.28
177277,2022-04-13,sh002,1.28
177276,2022-04-12,sh002,1.25
177275,2022-04-11,sh002,1.28
177274,2022-04-10,sh002,1.28
177273,2022-04-09,sh002,1.28
177272,2022-04-08,sh002,1.28
177271,2022-04-07,sh002,1.25
177270,2022-04-06,sh002,1.25
177269,2022-04-05,sh002,1.25
177268,2022-04-04,sh002,1.25
177267,2022-04-03,sh002,1.25
177266,2022-04-02,sh002,1.25
177265,2022-04-01,sh002,1.25
177264,2022-03-31,sh002,1.25
177263,2022-03-30,sh002,1.28
177262,2022-03-29,sh002,1.28
177261,2022-03-28,sh002,1.24
177260,2022-03-27,sh002,1.24
177259,2022-03-26,sh002,1.24
177258,2022-03-25,sh002,1.24
177257,2022-03-24,sh002,1.24
177256,2022-03-23,sh002,1.24
177255,2022-03-22,sh002,1.24
177254,2022-03-21,sh002,1.24
177253,2022-03-20,sh002,1.26
177252,2022-03-19,sh002,1.26
177251,2022-03-18,sh002,1.26
177250,2022-03-17,sh002,1.26
177249,2022-03-16,sh002,1.26
177248,2022-03-15,sh002,1.26
177247,2022-03-14,sh002,1.26
177246,2022-03-13,sh002,1.26
177245,2022-03-12,sh002,1.26
177244,2022-03-11,sh002,1.26
177243,2022-03-10,sh002,1.26
177242,2022-03-09,sh002,1.26
177241,2022-03-08,sh002,1.28
177240,2022-03-07,sh002,1.28
177239,2022-03-06,sh002,1.28
177238,2022-03-05,sh002,1.25
177237,2022-03-04,sh002,1.25
177236,2022-03-03,sh002,1.25
177235,2022-03-02,sh002,1.25
177234,2022-03-01,sh002,1.25
177233,2022-02-28,sh002,1.25
177232,2022-02-27,sh002,1.25
177231,2022-02-26,sh002,1.25
177230,2022-02-25,sh002,1.25
177229,2022-02-24,sh002,1.25
177228,2022-02-23,sh002,1.25
177227,2022-02-22,sh002,1.25
177226,2022-02-21,sh002,1.25
177225,2022-02-20,sh002,1.25
177224,2022-02-19,sh002,1.25
177223,2022-02-18,sh002,1.25
177222,2022-02-17,sh002,1.25
177221,2022-02-16,sh002,1.28
177220,2022-02-15,sh002,1.28
177219,2022-02-14,sh002,1.28
177218,2022-02-13,sh002,1.28
177217,2022-02-12,sh002,1.28
177216,2022-02-11,sh002,1.28
177215,2022-02-10,sh002,1.28
177214,2022-02-09,sh002,1.28
177213,2022-02-08,sh002,1.3
177212,2022-02-07,sh002,1.3
177211,2022-02-06,sh002,1.3
177210,2022-02-05,sh002,1.3
177209,2022-02-04,sh002,1.3
177208,2022-02-03,sh002,1.32
177207,2022-02-02,sh002,1.32
177206,2022-02-01,sh002,1.32
177205,2022-01-31,sh002,1.32
177204,2022-01-30,sh002,1.32
177203,2022-01-29,sh002,1.34
177202,2022-01-28,sh002,1.34
177201,2022-01-27,sh002,1.34
177200,2022-01-26,sh002,1.34
177199,2022-01-25,sh002,1.36
177198,2022-01-24,sh002,1.36
177197,2022-01-23,sh002,1.36
177196,2022-01-22,sh002,1.36
177195,2022-01-21,sh002,1.37
177194,2022-01-20,sh002,1.37
177193,2022-01-19,sh002,1.37
177192,2022-01-18,sh002,1.37
177191,2022-01-17,sh002,1.37
177190,2022-01-16,sh002,1.39
177189,2022-01-15,sh002,1.39
177188,2022-01-14,sh002,1.39
177187,2022-01-13,sh002,1.4
177186,2022-01-12,sh002,1.4
177185,2022-01-11,sh002,1.4
177184,2022-01-10,sh002,1.4
177183,2022-01-09,sh002,1.4
177182,2022-01-08,sh002,1.4
177181,2022-01-07,sh002,1.4
177180,2022-01-06,sh002,1.4
177179,2022-01-05,sh002,1.4
177178,2022-01-04,sh002,1.4
177177,2022-01-03,sh002,1.42
177176,2022-01-02,sh002,1.42
177175,2022-01-01,sh002,1.42
177174,2021-12-31,sh002,1.44
177173,2021-12-30,sh002,1.44
177172,2021-12-29,sh002,1.44
177171,2021-12-28,sh002,1.44
177170,2021-12-27,sh002,1.44
177169,2021-12-26,sh002,1.45
177168,2021-12-25,sh002,1.45
177167,2021-12-24,sh002,1.45
177166,2021-12-23,sh002,1.45
177165,2021-12-22,sh002,1.47
177164,2021-12-21,sh002,1.47
177163,2021-12-20,sh002,1.48
177162,2021-12-19,sh002,1.48
177161,2021-12-18,sh002,1.48
177160,2021-12-17,sh002,1.48
177159,2021-12-16,sh002,1.5
177158,2021-12-15,sh002,1.5
177157,2021-12-14,sh002,1.5
177156,2021-12-13,sh002,1.54
177155,2021-12-12,sh002,1.57
177154,2021-12-11,sh002,1.62
177153,2021-12-10,sh002,1.68
177152,2021-12-09,sh002,1.72
177151,2021-12-08,sh002,1.77
177150,2021-12-07,sh002,1.81
177149,2021-12-06,sh002,1.85
177148,2021-12-05,sh002,1.9
177147,2021-12-04,sh002,1.94
177146,2021-12-03,sh002,2.0
177145,2021-12-02,sh002,2.05
177144,2021-12-01,sh002,2.12
177143,2021-11-30,sh002,2.18
177142,2021-11-29,sh002,2.23
177141,2021-11-28,sh002,2.3
177140,2021-11-27,sh002,2.36
177139,2021-11-26,sh002,2.4
177138,2021-11-25,sh002,2.45
177137,2021-11-24,sh002,2.48
177136,2021-11-23,sh002,2.51
177135,2021-11-22,sh002,2.55
177134,2021-11-21,sh002,2.6
177133,2021-11-20,sh002,2.66
177132,2021-11-19,sh002,2.69
177131,2021-11-18,sh002,2.74
177130,2021-11-17,sh002,2.78
177129,2021-11-16,sh002,2.83
177128,2021-11-15,sh002,2.9
177127,2021-11-14,sh002,3.02
177126,2021-11-13,sh002,3.11
177125,2021-11-12,sh002,3.22
177124,2021-11-11,sh002,3.3
177123,2021-11-10,sh002,3.42
177122,2021-11-09,sh002,3.55
177121,2021-11-08,sh002,3.7
177120,2021-11-07,sh002,3.8
