id,date,station_number,flow(m3/s)
175229,2023-01-22,jb010,
175240,2023-01-21,jb010,
175243,2023-01-20,jb010,
175253,2023-01-19,jb010,
175258,2023-01-18,jb010,
175268,2023-01-17,jb010,
175275,2023-01-16,jb010,
175280,2023-01-15,jb010,
175288,2023-01-14,jb010,
175295,2023-01-13,jb010,
175302,2023-01-12,jb010,
175309,2023-01-11,jb010,
175314,2023-01-10,jb010,
175323,2023-01-09,jb010,
175336,2023-01-08,jb010,
175341,2023-01-07,jb010,
175356,2023-01-06,jb010,
175363,2023-01-05,jb010,
175367,2023-01-04,jb010,
175375,2023-01-03,jb010,
175382,2023-01-02,jb010,
175388,2023-01-01,jb010,
167155,2022-12-30,jb010,
166427,2022-12-28,jb010,
166191,2022-12-27,jb010,
166199,2022-12-26,jb010,
165491,2022-12-23,jb010,
165395,2022-12-21,jb010,
165278,2022-12-20,jb010,
165099,2022-12-19,jb010,
164506,2022-12-17,jb010,
164327,2022-12-14,jb010,
163960,2022-12-13,jb010,
163800,2022-12-12,jb010,
163508,2022-12-11,jb010,
163236,2022-12-08,jb010,
163129,2022-12-06,jb010,
162958,2022-12-05,jb010,
162768,2022-12-04,jb010,
162520,2022-12-03,jb010,
162157,2022-12-02,jb010,
161595,2022-12-01,jb010,
161190,2022-11-30,jb010,
161187,2022-11-29,jb010,
160807,2022-11-28,jb010,
142196,2022-11-27,jb010,
142195,2022-11-26,jb010,
142194,2022-11-25,jb010,
142193,2022-11-24,jb010,
142192,2022-11-23,jb010,
142191,2022-11-22,jb010,
142190,2022-11-21,jb010,
142189,2022-11-20,jb010,
142188,2022-11-19,jb010,
142134,2022-11-18,jb010,
142102,2022-11-17,jb010,
142095,2022-11-16,jb010,
142016,2022-11-15,jb010,
141091,2022-11-14,jb010,
140684,2022-11-12,jb010,
140341,2022-11-11,jb010,
140077,2022-11-10,jb010,
139818,2022-11-09,jb010,
139553,2022-11-08,jb010,
139291,2022-11-07,jb010,
139238,2022-11-06,jb010,
138796,2022-11-05,jb010,
138535,2022-11-04,jb010,
138253,2022-11-03,jb010,
137960,2022-11-02,jb010,
137669,2022-11-01,jb010,
137436,2022-10-31,jb010,
137391,2022-10-30,jb010,
136932,2022-10-29,jb010,
136695,2022-10-28,jb010,
136373,2022-10-27,jb010,
136145,2022-10-26,jb010,
135924,2022-10-25,jb010,
135683,2022-10-24,jb010,
135649,2022-10-22,jb010,
135137,2022-10-21,jb010,
135106,2022-10-20,jb010,
134577,2022-10-18,jb010,
134434,2022-10-17,jb010,
134373,2022-10-16,jb010,
133805,2022-10-14,jb010,
133576,2022-10-13,jb010,
133371,2022-10-12,jb010,
133215,2022-10-11,jb010,
133040,2022-10-10,jb010,
132458,2022-10-07,jb010,
132229,2022-10-06,jb010,
131991,2022-10-05,jb010,
131837,2022-10-04,jb010,
131706,2022-10-03,jb010,
131517,2022-10-02,jb010,
130945,2022-09-29,jb010,
130705,2022-09-28,jb010,
130670,2022-09-27,jb010,
130306,2022-09-26,jb010,
130188,2022-09-25,jb010,
129855,2022-09-23,jb010,
129673,2022-09-22,jb010,
129338,2022-09-20,jb010,
129172,2022-09-19,jb010,
128546,2022-09-16,jb010,
128333,2022-09-15,jb010,
128148,2022-09-14,jb010,
128020,2022-09-13,jb010,
127839,2022-09-12,jb010,
127171,2022-09-09,jb010,
126864,2022-09-08,jb010,
126815,2022-09-07,jb010,
126750,2022-09-06,jb010,
126615,2022-09-05,jb010,
126499,2022-09-03,jb010,
125961,2022-08-31,jb010,
125768,2022-08-29,jb010,
125598,2022-08-28,jb010,
125216,2022-08-25,jb010,
125042,2022-08-24,jb010,
124722,2022-08-22,jb010,
124020,2022-08-19,jb010,
123797,2022-08-18,jb010,
123690,2022-08-17,jb010,
123586,2022-08-16,jb010,
123412,2022-08-15,jb010,
122838,2022-08-13,jb010,
122536,2022-08-12,jb010,
122414,2022-08-11,jb010,
122352,2022-08-10,jb010,
122059,2022-08-08,jb010,
121900,2022-08-06,jb010,
121274,2022-08-05,jb010,
121040,2022-08-04,jb010,
120864,2022-08-03,jb010,
120805,2022-08-02,jb010,
120689,2022-08-01,jb010,
120008,2022-07-28,jb010,
119833,2022-07-27,jb010,
119679,2022-07-26,jb010,
119585,2022-07-25,jb010,
119563,2022-07-24,jb010,
119731,2022-07-23,jb010,
119388,2022-07-22,jb010,
117467,2022-07-21,jb010,
117453,2022-07-20,jb010,
117446,2022-07-19,jb010,
117460,2022-07-18,jb010,
117439,2022-07-17,jb010,
117432,2022-07-16,jb010,
117426,2022-07-15,jb010,
117418,2022-07-14,jb010,
117411,2022-07-13,jb010,
117404,2022-07-12,jb010,
117397,2022-07-11,jb010,
117390,2022-07-10,jb010,
117383,2022-07-09,jb010,
117376,2022-07-08,jb010,
117369,2022-07-07,jb010,
117362,2022-07-06,jb010,
117355,2022-07-05,jb010,
117348,2022-07-04,jb010,
117341,2022-07-03,jb010,
117334,2022-07-02,jb010,
117327,2022-07-01,jb010,
117320,2022-06-30,jb010,
117313,2022-06-29,jb010,
117306,2022-06-28,jb010,
117299,2022-06-27,jb010,
117292,2022-06-26,jb010,
117285,2022-06-25,jb010,
117278,2022-06-24,jb010,
117271,2022-06-23,jb010,
117264,2022-06-22,jb010,
117257,2022-06-21,jb010,
117250,2022-06-20,jb010,
117243,2022-06-19,jb010,
117236,2022-06-18,jb010,
117229,2022-06-17,jb010,
117222,2022-06-16,jb010,
117215,2022-06-15,jb010,
117208,2022-06-14,jb010,
117201,2022-06-13,jb010,
117194,2022-06-12,jb010,
117187,2022-06-11,jb010,
117180,2022-06-10,jb010,
117173,2022-06-09,jb010,
117166,2022-06-08,jb010,
117159,2022-06-07,jb010,
117152,2022-06-06,jb010,
117145,2022-06-05,jb010,
117138,2022-06-04,jb010,
117131,2022-06-03,jb010,
117124,2022-06-02,jb010,
117117,2022-06-01,jb010,
116937,2022-05-31,jb010,
116936,2022-05-30,jb010,
116935,2022-05-29,jb010,
116934,2022-05-28,jb010,
116933,2022-05-27,jb010,
116932,2022-05-26,jb010,
116931,2022-05-25,jb010,
116930,2022-05-24,jb010,
116929,2022-05-23,jb010,
116928,2022-05-22,jb010,
116927,2022-05-21,jb010,
116926,2022-05-20,jb010,
116925,2022-05-19,jb010,
116924,2022-05-18,jb010,
116923,2022-05-17,jb010,
116922,2022-05-16,jb010,
116921,2022-05-15,jb010,
116920,2022-05-14,jb010,
116919,2022-05-13,jb010,
116918,2022-05-12,jb010,
116917,2022-05-11,jb010,
116916,2022-05-10,jb010,
116915,2022-05-09,jb010,
116914,2022-05-08,jb010,
116913,2022-05-07,jb010,
116912,2022-05-06,jb010,
116911,2022-05-05,jb010,
116910,2022-05-04,jb010,
116909,2022-05-03,jb010,
116908,2022-05-02,jb010,
116907,2022-05-01,jb010,
117110,2022-04-30,jb010,
117103,2022-04-29,jb010,
117096,2022-04-28,jb010,
116875,2022-04-27,jb010,
116862,2022-04-26,jb010,
116856,2022-04-25,jb010,
116848,2022-04-24,jb010,
116844,2022-04-23,jb010,
116836,2022-04-22,jb010,
116828,2022-04-21,jb010,
116820,2022-04-20,jb010,
116818,2022-04-19,jb010,
116811,2022-04-18,jb010,
116804,2022-04-17,jb010,
116797,2022-04-16,jb010,
116785,2022-04-15,jb010,
116782,2022-04-14,jb010,
116776,2022-04-13,jb010,
119730,2022-04-12,jb010,
116770,2022-04-11,jb010,
116763,2022-04-10,jb010,
116750,2022-04-09,jb010,
116744,2022-04-08,jb010,
116738,2022-04-07,jb010,
116735,2022-04-06,jb010,
116728,2022-04-05,jb010,
116715,2022-04-04,jb010,
116710,2022-04-03,jb010,
116701,2022-04-02,jb010,
116698,2022-04-01,jb010,
116692,2022-03-31,jb010,
116681,2022-03-30,jb010,
116673,2022-03-29,jb010,
116667,2022-03-28,jb010,
116663,2022-03-27,jb010,
116652,2022-03-26,jb010,
116650,2022-03-25,jb010,
116641,2022-03-24,jb010,
116633,2022-03-23,jb010,
116627,2022-03-22,jb010,
116617,2022-03-21,jb010,
116612,2022-03-20,jb010,
116606,2022-03-19,jb010,
116598,2022-03-18,jb010,
116594,2022-03-17,jb010,
116583,2022-03-16,jb010,
116575,2022-03-15,jb010,
116572,2022-03-14,jb010,
116562,2022-03-13,jb010,
116558,2022-03-12,jb010,
116549,2022-03-11,jb010,
116541,2022-03-10,jb010,
116533,2022-03-09,jb010,
116531,2022-03-08,jb010,
116525,2022-03-07,jb010,
116516,2022-03-06,jb010,
116511,2022-03-05,jb010,
116498,2022-03-04,jb010,
116496,2022-03-03,jb010,
116485,2022-03-02,jb010,
116478,2022-03-01,jb010,
116474,2022-02-28,jb010,
116468,2022-02-27,jb010,
116459,2022-02-26,jb010,
116449,2022-02-25,jb010,
116445,2022-02-24,jb010,
116439,2022-02-23,jb010,
116429,2022-02-22,jb010,
116424,2022-02-21,jb010,
116416,2022-02-20,jb010,
116412,2022-02-19,jb010,
116405,2022-02-18,jb010,
116396,2022-02-17,jb010,
116387,2022-02-16,jb010,
116383,2022-02-15,jb010,
116372,2022-02-14,jb010,
116368,2022-02-13,jb010,
116364,2022-02-12,jb010,
116357,2022-02-11,jb010,
116347,2022-02-10,jb010,
116337,2022-02-09,jb010,
116332,2022-02-08,jb010,
116329,2022-02-07,jb010,
116317,2022-02-06,jb010,
116314,2022-02-05,jb010,
116307,2022-02-04,jb010,
116297,2022-02-03,jb010,
116294,2022-02-02,jb010,
116286,2022-02-01,jb010,
119729,2022-01-31,jb010,
119728,2022-01-30,jb010,
119727,2022-01-29,jb010,
119726,2022-01-28,jb010,
116276,2022-01-27,jb010,
116269,2022-01-26,jb010,
116260,2022-01-25,jb010,
116258,2022-01-24,jb010,
116247,2022-01-23,jb010,
116245,2022-01-22,jb010,
116237,2022-01-21,jb010,
116225,2022-01-20,jb010,
116222,2022-01-19,jb010,
116216,2022-01-18,jb010,
116210,2022-01-17,jb010,
116203,2022-01-16,jb010,
116195,2022-01-15,jb010,
116184,2022-01-14,jb010,
116180,2022-01-13,jb010,
116169,2022-01-12,jb010,
116167,2022-01-11,jb010,
116157,2022-01-10,jb010,
116152,2022-01-09,jb010,
116143,2022-01-08,jb010,
116135,2022-01-07,jb010,
116128,2022-01-06,jb010,
116125,2022-01-05,jb010,
116114,2022-01-04,jb010,
116108,2022-01-03,jb010,
116102,2022-01-02,jb010,
116098,2022-01-01,jb010,
116090,2021-12-31,jb010,
116086,2021-12-30,jb010,
116085,2021-12-29,jb010,
116081,2021-12-28,jb010,
116079,2021-12-27,jb010,
116075,2021-12-26,jb010,
116071,2021-12-25,jb010,
116069,2021-12-24,jb010,
116063,2021-12-23,jb010,
116060,2021-12-22,jb010,
116055,2021-12-21,jb010,
116050,2021-12-20,jb010,
116046,2021-12-19,jb010,
116042,2021-12-18,jb010,
116039,2021-12-17,jb010,
116035,2021-12-16,jb010,
116031,2021-12-15,jb010,
116027,2021-12-14,jb010,
116025,2021-12-13,jb010,
116021,2021-12-12,jb010,
116015,2021-12-11,jb010,
116014,2021-12-10,jb010,
116011,2021-12-09,jb010,
116005,2021-12-08,jb010,
116001,2021-12-07,jb010,
115997,2021-12-06,jb010,
115994,2021-12-05,jb010,
115989,2021-12-04,jb010,
115985,2021-12-03,jb010,
115983,2021-12-02,jb010,
115978,2021-12-01,jb010,
115972,2021-11-30,jb010,
115971,2021-11-29,jb010,
115964,2021-11-28,jb010,
115963,2021-11-27,jb010,
115958,2021-11-26,jb010,
115952,2021-11-25,jb010,
115950,2021-11-24,jb010,
115946,2021-11-23,jb010,
115943,2021-11-22,jb010,
115937,2021-11-21,jb010,
115934,2021-11-20,jb010,
115931,2021-11-19,jb010,
115927,2021-11-18,jb010,
115923,2021-11-17,jb010,
115919,2021-11-16,jb010,
115913,2021-11-15,jb010,
115910,2021-11-14,jb010,
115905,2021-11-13,jb010,
115900,2021-11-12,jb010,
115896,2021-11-11,jb010,
115891,2021-11-10,jb010,
115887,2021-11-09,jb010,
115883,2021-11-08,jb010,
115882,2021-11-07,jb010,
115877,2021-11-06,jb010,
115874,2021-11-05,jb010,
115869,2021-11-04,jb010,
115865,2021-11-03,jb010,
115859,2021-11-02,jb010,
115858,2021-11-01,jb010,
115851,2021-10-31,jb010,
115848,2021-10-30,jb010,
115844,2021-10-29,jb010,
115840,2021-10-28,jb010,
115836,2021-10-27,jb010,
115834,2021-10-26,jb010,
115828,2021-10-25,jb010,
115825,2021-10-24,jb010,
115819,2021-10-23,jb010,
115816,2021-10-22,jb010,
115812,2021-10-21,jb010,
115808,2021-10-20,jb010,
115806,2021-10-19,jb010,
115799,2021-10-18,jb010,
115796,2021-10-17,jb010,
115787,2021-10-16,jb010,
115782,2021-10-15,jb010,
115779,2021-10-14,jb010,
115772,2021-10-13,jb010,
115771,2021-10-12,jb010,
115765,2021-10-11,jb010,
115759,2021-10-10,jb010,
115755,2021-10-09,jb010,
115752,2021-10-08,jb010,
115749,2021-10-07,jb010,
115744,2021-10-06,jb010,
115741,2021-10-05,jb010,
115737,2021-10-04,jb010,
115733,2021-10-03,jb010,
115729,2021-10-02,jb010,
115726,2021-10-01,jb010,
115722,2021-09-30,jb010,
115718,2021-09-29,jb010,
115713,2021-09-28,jb010,
115708,2021-09-27,jb010,
115704,2021-09-26,jb010,
115702,2021-09-25,jb010,
115696,2021-09-24,jb010,
115693,2021-09-23,jb010,
115689,2021-09-22,jb010,
115685,2021-09-21,jb010,
115681,2021-09-20,jb010,
115675,2021-09-19,jb010,
115672,2021-09-18,jb010,
115668,2021-09-17,jb010,
115664,2021-09-16,jb010,
115660,2021-09-15,jb010,
115656,2021-09-14,jb010,
115653,2021-09-13,jb010,
115649,2021-09-12,jb010,
115643,2021-09-11,jb010,
115642,2021-09-10,jb010,
115638,2021-09-09,jb010,
115634,2021-09-08,jb010,
115630,2021-09-07,jb010,
115626,2021-09-06,jb010,
115619,2021-09-05,jb010,
115615,2021-09-04,jb010,
115611,2021-09-03,jb010,
115609,2021-09-02,jb010,
115603,2021-09-01,jb010,
115602,2021-08-31,jb010,
115597,2021-08-30,jb010,
115591,2021-08-29,jb010,
115588,2021-08-28,jb010,
115584,2021-08-27,jb010,
115579,2021-08-26,jb010,
115578,2021-08-25,jb010,
115573,2021-08-24,jb010,
115570,2021-08-23,jb010,
115563,2021-08-22,jb010,
115560,2021-08-21,jb010,
115556,2021-08-20,jb010,
115551,2021-08-19,jb010,
115547,2021-08-18,jb010,
115544,2021-08-17,jb010,
115539,2021-08-16,jb010,
115537,2021-08-15,jb010,
115532,2021-08-14,jb010,
115529,2021-08-13,jb010,
115524,2021-08-12,jb010,
115521,2021-08-11,jb010,
115518,2021-08-10,jb010,
115513,2021-08-09,jb010,
115508,2021-08-08,jb010,
115504,2021-08-07,jb010,
115501,2021-08-06,jb010,
115496,2021-08-05,jb010,
115494,2021-08-04,jb010,
115490,2021-08-03,jb010,
115486,2021-08-02,jb010,
115479,2021-08-01,jb010,
115477,2021-07-31,jb010,
115471,2021-07-30,jb010,
115468,2021-07-29,jb010,
115463,2021-07-28,jb010,
115459,2021-07-27,jb010,
115458,2021-07-26,jb010,
115452,2021-07-25,jb010,
115448,2021-07-24,jb010,
115445,2021-07-23,jb010,
115440,2021-07-22,jb010,
115438,2021-07-21,jb010,
115433,2021-07-20,jb010,
115428,2021-07-19,jb010,
115423,2021-07-18,jb010,
115419,2021-07-17,jb010,
115418,2021-07-16,jb010,
115414,2021-07-15,jb010,
115407,2021-07-14,jb010,
115404,2021-07-13,jb010,
115402,2021-07-12,jb010,
115395,2021-07-11,jb010,
115392,2021-07-10,jb010,
115388,2021-07-09,jb010,
115383,2021-07-08,jb010,
115381,2021-07-07,jb010,
115377,2021-07-06,jb010,
115374,2021-07-05,jb010,
115368,2021-07-04,jb010,
115365,2021-07-03,jb010,
115360,2021-07-02,jb010,
115356,2021-07-01,jb010,
115353,2021-06-30,jb010,
115349,2021-06-29,jb010,
115345,2021-06-28,jb010,
115342,2021-06-27,jb010,
115338,2021-06-26,jb010,
115332,2021-06-25,jb010,
115327,2021-06-24,jb010,
115325,2021-06-23,jb010,
115319,2021-06-22,jb010,
115315,2021-06-21,jb010,
115313,2021-06-20,jb010,
115309,2021-06-19,jb010,
115306,2021-06-18,jb010,
115299,2021-06-17,jb010,
115297,2021-06-16,jb010,
115294,2021-06-15,jb010,
115287,2021-06-14,jb010,
115283,2021-06-13,jb010,
115281,2021-06-12,jb010,
115277,2021-06-11,jb010,
115229,2021-05-27,jb010,
115228,2021-05-26,jb010,
115223,2021-05-25,jb010,
115220,2021-05-24,jb010,
115214,2021-05-23,jb010,
115212,2021-05-22,jb010,
115205,2021-05-21,jb010,
115149,2021-05-03,jb010,
115141,2021-05-02,jb010,
115139,2021-05-01,jb010,
115128,2021-04-30,jb010,
115123,2021-04-29,jb010,
115116,2021-04-28,jb010,
115105,2021-04-27,jb010,
115099,2021-04-26,jb010,
115097,2021-04-25,jb010,
115086,2021-04-24,jb010,
115079,2021-04-23,jb010,
115074,2021-04-22,jb010,
115064,2021-04-21,jb010,
115058,2021-04-20,jb010,
115051,2021-04-19,jb010,
115044,2021-04-18,jb010,
115038,2021-04-17,jb010,
115031,2021-04-16,jb010,
115027,2021-04-15,jb010,
115019,2021-04-14,jb010,
115013,2021-04-13,jb010,
115002,2021-04-12,jb010,
114996,2021-04-11,jb010,
114989,2021-04-10,jb010,
114984,2021-04-09,jb010,
114974,2021-04-08,jb010,
114966,2021-04-07,jb010,
114958,2021-04-06,jb010,
114952,2021-04-05,jb010,
114946,2021-04-04,jb010,
114939,2021-04-03,jb010,
114935,2021-04-02,jb010,
114923,2021-04-01,jb010,
114920,2021-03-31,jb010,
114910,2021-03-30,jb010,
114907,2021-03-29,jb010,
114898,2021-03-28,jb010,
114891,2021-03-27,jb010,
114883,2021-03-26,jb010,
114880,2021-03-25,jb010,
